"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2024-11-06,2,2024-11-10,0.95,1353.15,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.975,56.575,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.99,153.04,"quantile","ILI incidence","LT"
2024-11-06,2,2024-11-10,0.01,9496.12,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.025,4764.125,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.05,5975.2,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.1,7629.7,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.15,9613.7,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.2,4833.4,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.25,6045.5,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.3,7673.1,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.35,9676.6,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.4,4882.2,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.45,6076.55,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.5,7710,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.55,9713.45,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.6,4912,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.65,6107.35,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.7,7753.6,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.75,9759,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.8,4965.2,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.85,6149.6,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.9,7805.4,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.95,9851.75,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.975,5043.1,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.99,6207.91,"quantile","ILI incidence","LU"
2024-11-06,2,2024-11-10,0.01,7045.96,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.025,5411.275,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.05,5908.6,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.1,6522.9,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.15,7177.85,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.2,5479.6,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.25,5977,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.3,6578.1,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.35,7232,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.4,5526.6,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.45,6015.85,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.5,6640.5,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.55,7266.9,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.6,5554.4,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.65,6054,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.7,6677.3,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.75,7307.75,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.8,5595.8,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.85,6109.6,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.9,6716.1,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.95,7368.05,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.975,5661.525,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.99,6201.29,"quantile","ILI incidence","MT"
2024-11-06,2,2024-11-10,0.01,44.91,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.025,18.475,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.05,26,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.1,37.9,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.15,51,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.2,23.8,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.25,32,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.3,42,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.35,56.65,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.4,25,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.45,35,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.5,46,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.55,61.45,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.6,29,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.65,38,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.7,50.3,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.75,65,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.8,32,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.85,42,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.9,57,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.95,73.05,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.975,37.525,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.99,47.01,"quantile","ILI incidence","NL"
2024-11-06,2,2024-11-10,0.01,54,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.025,20.475,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.05,29,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.1,43,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.15,61,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.2,24.8,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.25,34,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.3,49,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.35,67,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.4,28.6,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.45,37.55,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.5,53,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.55,70.45,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.6,30,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.65,40,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.7,57,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.75,79,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.8,34,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.85,43,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.9,63,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.95,85.05,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.975,40,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.99,50.02,"quantile","ILI incidence","NO"
2024-11-06,2,2024-11-10,0.01,785.88,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.025,522.475,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.05,591,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.1,699,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.15,809.85,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.2,536,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.25,619.5,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.3,716.4,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.35,828,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.4,549.6,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.45,633,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.5,728.5,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.55,842.45,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.6,561.4,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.65,650,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.7,742.9,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.75,862.25,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.8,578,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.85,661.15,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.9,758.4,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.95,882.1,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.975,598.525,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.99,685.29,"quantile","ILI incidence","PL"
2024-11-06,2,2024-11-10,0.01,1.99,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.025,0,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.05,0,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.1,1,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.15,3,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.2,0,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.25,1,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.3,2,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.35,4,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.4,1,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.45,2,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.5,3,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.55,5,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.6,2,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.65,2,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.7,4,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.75,6,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.8,2,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.85,3,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.9,6,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.95,9.05,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.975,4,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.99,7,"quantile","ILI incidence","RO"
2024-11-06,2,2024-11-10,0.01,194.99,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.025,16.425,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.05,40.95,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.1,97,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.15,215,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.2,21,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.25,48.75,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.3,104,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.35,225,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.4,25,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.45,52.55,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.5,110,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.55,230.45,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.6,27,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.65,58,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.7,116.3,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.75,236,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.8,30.2,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.85,62.15,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.9,124,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.95,251.05,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.975,37.525,"quantile","ILI incidence","SI"
2024-11-06,2,2024-11-10,0.99,69.05,"quantile","ILI incidence","SI"
2024-11-06,3,2024-11-17,0.01,6323.68,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.025,8022.8,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.05,4052.7,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.1,5046.5,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.15,6439.35,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.2,8123,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.25,4126,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.3,5117.4,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.35,6487.55,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.4,8164.2,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.45,4163.3,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.5,5147,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.55,6534.45,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.6,8204,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.65,4200.35,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.7,5181,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.75,6596,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.8,8254.6,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.85,4247.9,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.9,5227.5,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.95,6668.65,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.975,8356.525,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.99,4333.31,"quantile","ILI incidence","AT"
2024-11-06,3,2024-11-17,0.01,279.99,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.025,317.475,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.05,227.85,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.1,257.9,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.15,299.85,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.2,336,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.25,238.75,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.3,267,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.35,307,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.4,345.6,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.45,247,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.5,276.5,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.55,313.45,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.6,354,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.65,256,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.7,282.3,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.75,325,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.8,367,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.85,264.15,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.9,291.2,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.95,341,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.975,388,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.99,284,"quantile","ILI incidence","BE"
2024-11-06,3,2024-11-17,0.01,1,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.025,5.475,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.05,0,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.1,0,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.15,3,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.2,9,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.25,1,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.3,1,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.35,4,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.4,11,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.45,1,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.5,2,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.55,5,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.6,12,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.65,2,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.7,3,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.75,6.25000000000001,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.8,14,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.85,2.15000000000001,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.9,4,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.95,8,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.975,18.05,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.99,4.01,"quantile","ILI incidence","HR"
2024-11-06,3,2024-11-17,0.01,48.96,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.025,61.275,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.05,29,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.1,38,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.15,54.85,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.2,75,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.25,34,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.3,43,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.35,60,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.4,80,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.45,36,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.5,47,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.55,64,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.6,84,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.65,40,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.7,51,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.75,68,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.8,88,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.85,43,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.9,57.1,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.95,76.05,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.975,97.525,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.99,47.02,"quantile","ILI incidence","CZ"
2024-11-06,3,2024-11-17,0.01,250.98,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.025,307.475,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.05,183.85,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.1,219,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.15,272,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.2,330,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.25,200,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.3,232,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.35,282,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.4,340,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.45,206,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.5,243,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.55,291,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.6,347.4,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.65,214,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.7,252.3,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.75,301.25,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.8,359,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.85,225,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.9,262.1,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.95,313.05,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.975,375.05,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.99,237.03,"quantile","ILI incidence","DK"
2024-11-06,3,2024-11-17,0.01,450.99,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.025,542.95,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.05,340,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.1,400.8,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.15,479,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.2,565.8,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.25,359,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.3,415.7,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.35,494.65,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.4,581,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.45,367.55,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.5,426.5,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.55,508,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.6,591,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.65,379,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.7,449,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.75,518,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.8,607.6,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.85,389,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.9,459.1,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.95,535.05,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.975,634.2,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.99,407.15,"quantile","ILI incidence","EE"
2024-11-06,3,2024-11-17,0.01,531.85,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.025,789.475,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.05,260.9,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.1,370,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.15,553.7,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.2,814,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.25,274.5,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.3,387,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.35,570.3,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.4,831.6,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.45,283,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.5,397,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.55,582.9,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.6,845.8,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.65,291,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.7,412.3,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.75,594,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.8,857.2,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.85,302.15,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.9,426.1,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.95,614.05,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.975,894.1,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.99,321.21,"quantile","ILI incidence","FR"
2024-11-06,3,2024-11-17,0.01,1537.85,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.025,1998.475,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.05,945,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.1,1209.3,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.15,1599.85,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.2,2040.8,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.25,978.75,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.3,1234,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.35,1617,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.4,2065.2,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.45,1003,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.5,1256.5,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.55,1636.45,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.6,2092.4,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.65,1014,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.7,1278.3,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.75,1654.25,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.8,2108,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.85,1039.15,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.9,1299.1,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.95,1695.4,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.975,2170.5,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.99,1080.17,"quantile","ILI incidence","GR"
2024-11-06,3,2024-11-17,0.01,400.79,"quantile","ILI incidence","HU"
2024-11-06,3,2024-11-17,0.025,545.425,"quantile","ILI incidence","HU"
2024-11-06,3,2024-11-17,0.05,266,"quantile","ILI incidence","HU"
2024-11-06,3,2024-11-17,0.1,342,"quantile","ILI incidence","HU"
2024-11-06,3,2024-11-17,0.15,444.85,"quantile","ILI incidence","HU"
2024-11-06,3,2024-11-17,0.2,566,"quantile","ILI incidence","HU"
