origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.010,488.0000000000002
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.025,647.8
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.050,889.3
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.100,1054.0999999999997
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.150,1286.5000000000002
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.200,1409.0000000000002
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.250,1467.2
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.300,1511.5000000000002
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.350,1662.1
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.400,1704.4
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.450,1809.6
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.500,1853.7
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.550,1913.8
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.600,2008.1000000000001
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.650,2049.7
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.700,2189.0999999999995
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.750,2233.3999999999996
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.800,2291.5999999999995
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.850,2401.0
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.900,2632.7
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.950,2811.3
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.975,3052.8
2025-11-26,ILI incidence,1,2025-11-23,AT,quantile,0.990,3212.5999999999995
2025-11-26,ILI incidence,1,2025-11-23,AT,median,,1853.7
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.010,0.0
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.025,41.399999999999864
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.050,443.0350000000002
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.100,795.5800000000002
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.150,1006.1400000000002
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.200,1167.1
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.250,1311.375
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.300,1429.8000000000004
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.350,1531.63
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.400,1654.1
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.450,1751.1999999999998
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.500,1850.3
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.550,1947.0700000000004
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.600,2045.1399999999999
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.650,2160.27
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.700,2268.0
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.750,2391.9000000000005
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.800,2533.5
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.850,2686.6049999999996
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.900,2893.6700000000005
2025-11-26,ILI incidence,2,2025-11-30,AT,quantile,0.950,3239.8
