target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,BE,2026-08-12,2026-08-09,0.01,1,quantile,2.20112909448913
ILI incidence,BE,2026-08-12,2026-08-09,0.025,1,quantile,3.1044621386903
ILI incidence,BE,2026-08-12,2026-08-09,0.05,1,quantile,4.41644152507386
ILI incidence,BE,2026-08-12,2026-08-09,0.1,1,quantile,6.11895478226142
ILI incidence,BE,2026-08-12,2026-08-09,0.15,1,quantile,7.49251999851267
ILI incidence,BE,2026-08-12,2026-08-09,0.2,1,quantile,8.46390639900297
ILI incidence,BE,2026-08-12,2026-08-09,0.25,1,quantile,9.60747604533202
ILI incidence,BE,2026-08-12,2026-08-09,0.3,1,quantile,10.5177486272883
ILI incidence,BE,2026-08-12,2026-08-09,0.35,1,quantile,11.4071531631539
ILI incidence,BE,2026-08-12,2026-08-09,0.4,1,quantile,12.3662758714006
ILI incidence,BE,2026-08-12,2026-08-09,0.45,1,quantile,13.0994331967974
ILI incidence,BE,2026-08-12,2026-08-09,0.5,1,quantile,13.8570158970314
ILI incidence,BE,2026-08-12,2026-08-09,0.55,1,quantile,14.8154193766685
ILI incidence,BE,2026-08-12,2026-08-09,0.6,1,quantile,15.9721946907543
ILI incidence,BE,2026-08-12,2026-08-09,0.65,1,quantile,17.1252493234911
ILI incidence,BE,2026-08-12,2026-08-09,0.7,1,quantile,18.6745129936443
ILI incidence,BE,2026-08-12,2026-08-09,0.75,1,quantile,20.2291609737739
ILI incidence,BE,2026-08-12,2026-08-09,0.8,1,quantile,22.2904729263038
ILI incidence,BE,2026-08-12,2026-08-09,0.85,1,quantile,24.7632595752323
ILI incidence,BE,2026-08-12,2026-08-09,0.9,1,quantile,27.7516018819728
ILI incidence,BE,2026-08-12,2026-08-09,0.95,1,quantile,32.7671872108778
ILI incidence,BE,2026-08-12,2026-08-09,0.975,1,quantile,37.4328878957839
ILI incidence,BE,2026-08-12,2026-08-09,0.99,1,quantile,46.220296266966
ILI incidence,BE,2026-08-12,2026-08-16,0.01,2,quantile,1.54055339561461
ILI incidence,BE,2026-08-12,2026-08-16,0.025,2,quantile,2.4460321905456
ILI incidence,BE,2026-08-12,2026-08-16,0.05,2,quantile,3.22814061818071
ILI incidence,BE,2026-08-12,2026-08-16,0.1,2,quantile,4.89734209105295
ILI incidence,BE,2026-08-12,2026-08-16,0.15,2,quantile,6.39118314300331
ILI incidence,BE,2026-08-12,2026-08-16,0.2,2,quantile,7.90841729060356
ILI incidence,BE,2026-08-12,2026-08-16,0.25,2,quantile,9.11010482624413
ILI incidence,BE,2026-08-12,2026-08-16,0.3,2,quantile,10.3289524564421
ILI incidence,BE,2026-08-12,2026-08-16,0.35,2,quantile,11.5877725657212
ILI incidence,BE,2026-08-12,2026-08-16,0.4,2,quantile,12.7336788783236
ILI incidence,BE,2026-08-12,2026-08-16,0.45,2,quantile,14.0862572045458
ILI incidence,BE,2026-08-12,2026-08-16,0.5,2,quantile,15.4045401572661
ILI incidence,BE,2026-08-12,2026-08-16,0.55,2,quantile,16.6631784346754
ILI incidence,BE,2026-08-12,2026-08-16,0.6,2,quantile,18.1241203513558
ILI incidence,BE,2026-08-12,2026-08-16,0.65,2,quantile,20.4565777213323
ILI incidence,BE,2026-08-12,2026-08-16,0.7,2,quantile,22.4124935181734
ILI incidence,BE,2026-08-12,2026-08-16,0.75,2,quantile,24.8255698874085
ILI incidence,BE,2026-08-12,2026-08-16,0.8,2,quantile,27.3894038768949
ILI incidence,BE,2026-08-12,2026-08-16,0.85,2,quantile,31.4896485455491
ILI incidence,BE,2026-08-12,2026-08-16,0.9,2,quantile,37.3292831582046
ILI incidence,BE,2026-08-12,2026-08-16,0.95,2,quantile,47.8991032397222
ILI incidence,BE,2026-08-12,2026-08-16,0.975,2,quantile,57.076590805408
ILI incidence,BE,2026-08-12,2026-08-16,0.99,2,quantile,72.6058456801123
ILI incidence,BE,2026-08-12,2026-08-23,0.01,3,quantile,1.79193993747596
ILI incidence,BE,2026-08-12,2026-08-23,0.025,3,quantile,2.3539656390522
ILI incidence,BE,2026-08-12,2026-08-23,0.05,3,quantile,3.45120936574601
ILI incidence,BE,2026-08-12,2026-08-23,0.1,3,quantile,5.06225358083221
ILI incidence,BE,2026-08-12,2026-08-23,0.15,3,quantile,6.46105838890807
ILI incidence,BE,2026-08-12,2026-08-23,0.2,3,quantile,7.71910433204189
ILI incidence,BE,2026-08-12,2026-08-23,0.25,3,quantile,9.15927031312801
ILI incidence,BE,2026-08-12,2026-08-23,0.3,3,quantile,10.6704470391383
ILI incidence,BE,2026-08-12,2026-08-23,0.35,3,quantile,12.5596171324766
ILI incidence,BE,2026-08-12,2026-08-23,0.4,3,quantile,13.9147981265221
ILI incidence,BE,2026-08-12,2026-08-23,0.45,3,quantile,15.7056104270967
ILI incidence,BE,2026-08-12,2026-08-23,0.5,3,quantile,17.4036557992906
ILI incidence,BE,2026-08-12,2026-08-23,0.55,3,quantile,19.48680072791
ILI incidence,BE,2026-08-12,2026-08-23,0.6,3,quantile,21.7220717547202
ILI incidence,BE,2026-08-12,2026-08-23,0.65,3,quantile,24.4611738094185
ILI incidence,BE,2026-08-12,2026-08-23,0.7,3,quantile,27.6093914870645
ILI incidence,BE,2026-08-12,2026-08-23,0.75,3,quantile,31.3944513528935
ILI incidence,BE,2026-08-12,2026-08-23,0.8,3,quantile,36.2458822259896
ILI incidence,BE,2026-08-12,2026-08-23,0.85,3,quantile,42.3254306588264
ILI incidence,BE,2026-08-12,2026-08-23,0.9,3,quantile,51.288966276539
ILI incidence,BE,2026-08-12,2026-08-23,0.95,3,quantile,71.5386682326091
ILI incidence,BE,2026-08-12,2026-08-23,0.975,3,quantile,91.4483862775334
ILI incidence,BE,2026-08-12,2026-08-23,0.99,3,quantile,139.791054876909
ILI incidence,BE,2026-08-12,2026-08-30,0.01,4,quantile,1.60751957001701
ILI incidence,BE,2026-08-12,2026-08-30,0.025,4,quantile,1.99985574320978
ILI incidence,BE,2026-08-12,2026-08-30,0.05,4,quantile,2.83833877038182
ILI incidence,BE,2026-08-12,2026-08-30,0.1,4,quantile,4.17630343297867
ILI incidence,BE,2026-08-12,2026-08-30,0.15,4,quantile,5.83845513545258
ILI incidence,BE,2026-08-12,2026-08-30,0.2,4,quantile,7.48292411116789
ILI incidence,BE,2026-08-12,2026-08-30,0.25,4,quantile,8.93084864975854
ILI incidence,BE,2026-08-12,2026-08-30,0.3,4,quantile,10.5975711481177
ILI incidence,BE,2026-08-12,2026-08-30,0.35,4,quantile,12.8531025508431
ILI incidence,BE,2026-08-12,2026-08-30,0.4,4,quantile,15.0137846564506
ILI incidence,BE,2026-08-12,2026-08-30,0.45,4,quantile,17.7713887174296
ILI incidence,BE,2026-08-12,2026-08-30,0.5,4,quantile,19.826682254969
ILI incidence,BE,2026-08-12,2026-08-30,0.55,4,quantile,22.076207855055
ILI incidence,BE,2026-08-12,2026-08-30,0.6,4,quantile,24.54117858681
ILI incidence,BE,2026-08-12,2026-08-30,0.65,4,quantile,27.9479963825157
ILI incidence,BE,2026-08-12,2026-08-30,0.7,4,quantile,32.1196840388651
ILI incidence,BE,2026-08-12,2026-08-30,0.75,4,quantile,37.6193323659664
ILI incidence,BE,2026-08-12,2026-08-30,0.8,4,quantile,43.8924975689019
ILI incidence,BE,2026-08-12,2026-08-30,0.85,4,quantile,53.982988847368
ILI incidence,BE,2026-08-12,2026-08-30,0.9,4,quantile,67.7936378340381
ILI incidence,BE,2026-08-12,2026-08-30,0.95,4,quantile,94.9574006963619
ILI incidence,BE,2026-08-12,2026-08-30,0.975,4,quantile,124.539175318552
ILI incidence,BE,2026-08-12,2026-08-30,0.99,4,quantile,207.053734226075
ILI incidence,BE,2026-08-12,2026-08-09,,1,median,13.8570158970314
ILI incidence,BE,2026-08-12,2026-08-16,,2,median,15.4045401572661
ILI incidence,BE,2026-08-12,2026-08-23,,3,median,17.4036557992906
ILI incidence,BE,2026-08-12,2026-08-30,,4,median,19.826682254969
ILI incidence,CH,2026-08-12,2026-08-09,0.01,1,quantile,0.867604079986009
ILI incidence,CH,2026-08-12,2026-08-09,0.025,1,quantile,1.05504567698906
ILI incidence,CH,2026-08-12,2026-08-09,0.05,1,quantile,1.24054334447913
ILI incidence,CH,2026-08-12,2026-08-09,0.1,1,quantile,1.86970590263188
ILI incidence,CH,2026-08-12,2026-08-09,0.15,1,quantile,2.90099156090525
ILI incidence,CH,2026-08-12,2026-08-09,0.2,1,quantile,3.93149606562445
ILI incidence,CH,2026-08-12,2026-08-09,0.25,1,quantile,5.19798151455423
ILI incidence,CH,2026-08-12,2026-08-09,0.3,1,quantile,6.4797307906803
ILI incidence,CH,2026-08-12,2026-08-09,0.35,1,quantile,7.64228108425763
ILI incidence,CH,2026-08-12,2026-08-09,0.4,1,quantile,8.76356986994503
ILI incidence,CH,2026-08-12,2026-08-09,0.45,1,quantile,9.7779909385349
ILI incidence,CH,2026-08-12,2026-08-09,0.5,1,quantile,11.0077430289127
ILI incidence,CH,2026-08-12,2026-08-09,0.55,1,quantile,12.1225576657468
ILI incidence,CH,2026-08-12,2026-08-09,0.6,1,quantile,13.3072772635705
ILI incidence,CH,2026-08-12,2026-08-09,0.65,1,quantile,14.5464968752407
ILI incidence,CH,2026-08-12,2026-08-09,0.7,1,quantile,16.3440995644054
ILI incidence,CH,2026-08-12,2026-08-09,0.75,1,quantile,18.0089682662103
ILI incidence,CH,2026-08-12,2026-08-09,0.8,1,quantile,19.9639370625577
ILI incidence,CH,2026-08-12,2026-08-09,0.85,1,quantile,22.7381961401328
ILI incidence,CH,2026-08-12,2026-08-09,0.9,1,quantile,26.635215202138
ILI incidence,CH,2026-08-12,2026-08-09,0.95,1,quantile,32.0418633883667
ILI incidence,CH,2026-08-12,2026-08-09,0.975,1,quantile,37.9775664762923
ILI incidence,CH,2026-08-12,2026-08-09,0.99,1,quantile,45.7776898929141
ILI incidence,CH,2026-08-12,2026-08-16,0.01,2,quantile,1.96248519895392
ILI incidence,CH,2026-08-12,2026-08-16,0.025,2,quantile,2.25974604436707
ILI incidence,CH,2026-08-12,2026-08-16,0.05,2,quantile,2.64456835041482
ILI incidence,CH,2026-08-12,2026-08-16,0.1,2,quantile,3.20703226984527
ILI incidence,CH,2026-08-12,2026-08-16,0.15,2,quantile,4.12902618966789
ILI incidence,CH,2026-08-12,2026-08-16,0.2,2,quantile,5.18729368586266
ILI incidence,CH,2026-08-12,2026-08-16,0.25,2,quantile,6.17585016240074
ILI incidence,CH,2026-08-12,2026-08-16,0.3,2,quantile,7.27237821328553
ILI incidence,CH,2026-08-12,2026-08-16,0.35,2,quantile,8.56101328281625
ILI incidence,CH,2026-08-12,2026-08-16,0.4,2,quantile,9.85754418175594
ILI incidence,CH,2026-08-12,2026-08-16,0.45,2,quantile,10.8142184383757
ILI incidence,CH,2026-08-12,2026-08-16,0.5,2,quantile,12.1404889083342
ILI incidence,CH,2026-08-12,2026-08-16,0.55,2,quantile,13.6897280169546
ILI incidence,CH,2026-08-12,2026-08-16,0.6,2,quantile,15.0759971229504
ILI incidence,CH,2026-08-12,2026-08-16,0.65,2,quantile,17.7388208837158
