target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-12-31,2025-12-28,0.01,1,quantile,1168.45357106318
ILI incidence,AT,2025-12-31,2025-12-28,0.025,1,quantile,1462.51311568999
ILI incidence,AT,2025-12-31,2025-12-28,0.05,1,quantile,1830.88749481902
ILI incidence,AT,2025-12-31,2025-12-28,0.1,1,quantile,2151.41740167861
ILI incidence,AT,2025-12-31,2025-12-28,0.15,1,quantile,2369.12955216309
ILI incidence,AT,2025-12-31,2025-12-28,0.2,1,quantile,2550.08832637122
ILI incidence,AT,2025-12-31,2025-12-28,0.25,1,quantile,2704.0318662718
ILI incidence,AT,2025-12-31,2025-12-28,0.3,1,quantile,2826.13935435342
ILI incidence,AT,2025-12-31,2025-12-28,0.35,1,quantile,2956.48217859387
ILI incidence,AT,2025-12-31,2025-12-28,0.4,1,quantile,3103.1559886047
ILI incidence,AT,2025-12-31,2025-12-28,0.45,1,quantile,3235.81177864501
ILI incidence,AT,2025-12-31,2025-12-28,0.5,1,quantile,3380.89829786524
ILI incidence,AT,2025-12-31,2025-12-28,0.55,1,quantile,3496.73928755498
ILI incidence,AT,2025-12-31,2025-12-28,0.6,1,quantile,3658.19093322957
ILI incidence,AT,2025-12-31,2025-12-28,0.65,1,quantile,3804.48574411395
ILI incidence,AT,2025-12-31,2025-12-28,0.7,1,quantile,3962.73445348822
ILI incidence,AT,2025-12-31,2025-12-28,0.75,1,quantile,4108.95506111857
ILI incidence,AT,2025-12-31,2025-12-28,0.8,1,quantile,4286.21695219652
ILI incidence,AT,2025-12-31,2025-12-28,0.85,1,quantile,4491.44315954529
ILI incidence,AT,2025-12-31,2025-12-28,0.9,1,quantile,4741.13512363033
ILI incidence,AT,2025-12-31,2025-12-28,0.95,1,quantile,5161.28589586233
ILI incidence,AT,2025-12-31,2025-12-28,0.975,1,quantile,5477.88878565686
ILI incidence,AT,2025-12-31,2025-12-28,0.99,1,quantile,5778.694768181
ILI incidence,AT,2025-12-31,2026-01-04,0.01,2,quantile,1144.41304432009
ILI incidence,AT,2025-12-31,2026-01-04,0.025,2,quantile,1478.96554410717
ILI incidence,AT,2025-12-31,2026-01-04,0.05,2,quantile,1703.39636158286
ILI incidence,AT,2025-12-31,2026-01-04,0.1,2,quantile,2023.31542683376
ILI incidence,AT,2025-12-31,2026-01-04,0.15,2,quantile,2262.91546472033
ILI incidence,AT,2025-12-31,2026-01-04,0.2,2,quantile,2426.58922016679
ILI incidence,AT,2025-12-31,2026-01-04,0.25,2,quantile,2601.61153209334
ILI incidence,AT,2025-12-31,2026-01-04,0.3,2,quantile,2753.56133911712
ILI incidence,AT,2025-12-31,2026-01-04,0.35,2,quantile,2922.87636571279
ILI incidence,AT,2025-12-31,2026-01-04,0.4,2,quantile,3076.11530754826
ILI incidence,AT,2025-12-31,2026-01-04,0.45,2,quantile,3232.14019229071
ILI incidence,AT,2025-12-31,2026-01-04,0.5,2,quantile,3378.32215061059
ILI incidence,AT,2025-12-31,2026-01-04,0.55,2,quantile,3507.73068511086
ILI incidence,AT,2025-12-31,2026-01-04,0.6,2,quantile,3646.72921525381
ILI incidence,AT,2025-12-31,2026-01-04,0.65,2,quantile,3788.45917025442
ILI incidence,AT,2025-12-31,2026-01-04,0.7,2,quantile,3939.30545492688
ILI incidence,AT,2025-12-31,2026-01-04,0.75,2,quantile,4100.565475664
ILI incidence,AT,2025-12-31,2026-01-04,0.8,2,quantile,4323.45496512479
ILI incidence,AT,2025-12-31,2026-01-04,0.85,2,quantile,4552.31238067001
ILI incidence,AT,2025-12-31,2026-01-04,0.9,2,quantile,4860.87692919795
ILI incidence,AT,2025-12-31,2026-01-04,0.95,2,quantile,5299.21605486175
ILI incidence,AT,2025-12-31,2026-01-04,0.975,2,quantile,5695.60138221329
ILI incidence,AT,2025-12-31,2026-01-04,0.99,2,quantile,6109.58858730961
