target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,BE,2025-10-15,2025-10-12,0.01,1,quantile,68.1740560748453
ILI incidence,BE,2025-10-15,2025-10-12,0.025,1,quantile,75.6781801270735
ILI incidence,BE,2025-10-15,2025-10-12,0.05,1,quantile,82.5142540906032
ILI incidence,BE,2025-10-15,2025-10-12,0.1,1,quantile,94.2167332850932
ILI incidence,BE,2025-10-15,2025-10-12,0.15,1,quantile,102.098586651203
ILI incidence,BE,2025-10-15,2025-10-12,0.2,1,quantile,107.728418927582
ILI incidence,BE,2025-10-15,2025-10-12,0.25,1,quantile,113.910621390273
ILI incidence,BE,2025-10-15,2025-10-12,0.3,1,quantile,119.305886785235
ILI incidence,BE,2025-10-15,2025-10-12,0.35,1,quantile,123.757906097455
ILI incidence,BE,2025-10-15,2025-10-12,0.4,1,quantile,128.279758646977
ILI incidence,BE,2025-10-15,2025-10-12,0.45,1,quantile,132.70547569893
ILI incidence,BE,2025-10-15,2025-10-12,0.5,1,quantile,137.576489365674
ILI incidence,BE,2025-10-15,2025-10-12,0.55,1,quantile,141.832466020443
ILI incidence,BE,2025-10-15,2025-10-12,0.6,1,quantile,148.059474947237
ILI incidence,BE,2025-10-15,2025-10-12,0.65,1,quantile,152.720661763563
ILI incidence,BE,2025-10-15,2025-10-12,0.7,1,quantile,159.487352046347
ILI incidence,BE,2025-10-15,2025-10-12,0.75,1,quantile,167.511815858995
ILI incidence,BE,2025-10-15,2025-10-12,0.8,1,quantile,177.105773758867
ILI incidence,BE,2025-10-15,2025-10-12,0.85,1,quantile,186.563246765514
ILI incidence,BE,2025-10-15,2025-10-12,0.9,1,quantile,199.838771504067
ILI incidence,BE,2025-10-15,2025-10-12,0.95,1,quantile,221.573593791113
ILI incidence,BE,2025-10-15,2025-10-12,0.975,1,quantile,241.902980405388
ILI incidence,BE,2025-10-15,2025-10-12,0.99,1,quantile,272.177882425622
ILI incidence,BE,2025-10-15,2025-10-19,0.01,2,quantile,54.8114175285964
ILI incidence,BE,2025-10-15,2025-10-19,0.025,2,quantile,66.0856480843841
ILI incidence,BE,2025-10-15,2025-10-19,0.05,2,quantile,80.2242398698083
ILI incidence,BE,2025-10-15,2025-10-19,0.1,2,quantile,94.6779359667109
ILI incidence,BE,2025-10-15,2025-10-19,0.15,2,quantile,106.493868747221
ILI incidence,BE,2025-10-15,2025-10-19,0.2,2,quantile,114.983314890023
ILI incidence,BE,2025-10-15,2025-10-19,0.25,2,quantile,123.603052968381
ILI incidence,BE,2025-10-15,2025-10-19,0.3,2,quantile,131.471524200727
ILI incidence,BE,2025-10-15,2025-10-19,0.35,2,quantile,139.873943086822
ILI incidence,BE,2025-10-15,2025-10-19,0.4,2,quantile,149.086231862392
