Unnamed: 0,origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
50,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.25,2252.867103082987
51,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.25,2287.059949255093
56,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.3,2407.01246084144
57,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.3,2216.380014330476
58,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.3,2441.587023395469
59,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.3,2484.5204432186383
64,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.35,2560.7474158721734
65,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.35,2383.162698607935
66,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.35,2627.232774140525
67,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.35,2678.7643872795206
72,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.4,2712.635508966044
73,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.4,2547.9417748493543
74,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.4,2810.6483094428872
75,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.4,2870.674823344902
80,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.45,2863.320814865881
81,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.45,2711.4159814416075
82,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.45,2992.6113947700424
83,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.45,3061.0655391333416
88,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.5,3013.4130191282184
89,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.5,2874.2467489205387
90,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.5,3173.858268232825
91,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.5,3250.7068716649032
84,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.55,3163.505223390556
85,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.55,3037.07751639947
86,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.55,3355.105141695608
87,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.55,3440.348204196465
76,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.6,3314.190529290393
77,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.6,3200.551722991723
78,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.6,3537.068227022763
79,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.6,3630.738919984904
68,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.65,3466.078622384264
69,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.65,3365.3307992331424
70,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.65,3720.483762325125
71,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.65,3822.649356050286
60,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.7,3619.813577414997
61,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.7,3532.1134835106013
62,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.7,3906.1295130701815
63,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.7,4016.893300111168
52,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.75,3776.0942805617433
53,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.75,3701.6579775807527
54,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.75,4094.849433382664
55,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.75,4214.353794074714
44,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.8,3935.699254323988
45,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.8,3874.8088783812814
46,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.8,4287.583643834759
47,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.8,4416.014500249924
36,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.85,4099.518374360772
37,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.85,4052.531586728544
38,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.85,4485.406731756068
39,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.85,4622.9997755385975
28,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.9,4268.5951772663175
29,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.9,4235.958205821127
30,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.9,4689.578840842769
31,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.9,4836.628127262589
20,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.95,4444.185542938903
21,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.95,4426.451204074386
22,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.95,4901.616534237673
23,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.95,5058.486358271386
12,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.975,4534.893877658122
13,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.975,4524.858098900519
14,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.975,5011.153216343683
15,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.975,5173.096237927795
4,2024-10-30,ILI incidence,2024-10-27,1,LU,quantile,0.99,4590.378138328519
5,2024-10-30,ILI incidence,2024-11-03,2,LU,quantile,0.99,4585.051396696124
6,2024-10-30,ILI incidence,2024-11-10,3,LU,quantile,0.99,5078.154356225183
7,2024-10-30,ILI incidence,2024-11-17,4,LU,quantile,0.99,5243.200539345553
92,2024-10-30,ILI incidence,2024-10-27,1,LU,median,,3013.4130191282184
93,2024-10-30,ILI incidence,2024-11-03,2,LU,median,,2874.2467489205387
94,2024-10-30,ILI incidence,2024-11-10,3,LU,median,,3173.858268232825
95,2024-10-30,ILI incidence,2024-11-17,4,LU,median,,3250.7068716649032
0,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.01,10.698975872391022
1,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.01,9.391952860199291
2,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.01,8.667401603313596
3,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.01,8.238333338232879
8,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.025,11.00837025116639
9,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.025,9.769996749691128
10,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.025,9.10254829548018
11,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.025,8.715382714059315
16,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.05,11.5141830444001
17,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.05,10.388041060856956
18,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.05,9.813947011586116
19,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.05,9.495285950350365
24,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.1,12.493319676118691
25,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.1,11.584431965126038
26,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.1,11.1910504617455
27,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.1,11.004998314417858
32,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.15,13.436135021736092
33,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.15,12.736442488848482
34,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.15,12.51706996020308
35,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.15,12.458707570308755
40,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.2,14.3496321876513
41,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.2,13.852629612251544
42,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.2,13.801855002597655
43,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.2,13.867211676116913
48,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.25,15.239630199879924
49,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.25,14.940103507267567
50,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.25,15.053589738661824
51,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.25,15.239482878654467
56,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.3,16.111091231899458
57,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.3,16.004927371842136
58,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.3,16.279253200733656
59,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.3,16.583172259914424
64,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.35,16.96835652358911
65,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.35,17.05240569539632
66,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.35,17.484951111162772
67,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.35,17.904973496048505
72,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.4,17.815323242408994
73,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.4,18.08730036258508
74,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.4,18.676164628126
75,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.4,19.210895556294275
80,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.45,18.65558291328049
81,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.45,19.11399979848537
82,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.45,19.85794503987092
83,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.45,20.506476145405124
88,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.5,19.49253529825744
89,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.5,20.13665811628848
90,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.5,21.035073930399573
91,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.5,21.796957292574195
84,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.55,20.329487683234383
85,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.55,21.159316434091576
86,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.55,22.21220282092824
87,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.55,23.087438439743263
76,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.6,21.16974735410588
77,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.6,22.186015869991863
78,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.6,23.39398323267315
79,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.6,24.383019028854115
68,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.65,22.01671407292576
69,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.65,23.220910537180625
70,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.65,24.58519674963637
71,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.65,25.688941089099885
60,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.7,22.87397936461541
61,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.7,24.26838886073481
62,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.7,25.79089466006549
63,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.7,27.010742325233966
52,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.75,23.745440396634947
53,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.75,25.333212725309377
54,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.75,27.01655812213732
55,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.75,28.354431706493923
44,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.8,24.63543840886357
45,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.8,26.4206866203254
46,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.8,28.26829285820149
47,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.8,29.72670290903148
36,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.85,25.54893557477878
37,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.85,27.536873743728464
38,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.85,29.553077900596065
39,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.85,31.13520701483964
28,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.9,26.491750920396186
29,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.9,28.68888426745091
30,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.9,30.879097399053645
31,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.9,32.588916270730536
20,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.95,27.47088755211477
21,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.95,29.88527517171999
22,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.95,32.25620084921303
23,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.95,34.098628634798025
12,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.975,27.976700345348483
13,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.975,30.50331948288581
14,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.975,32.96759956531896
15,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.975,34.87853187108907
4,2024-10-30,ILI incidence,2024-10-27,1,NO,quantile,0.99,28.28609472412385
5,2024-10-30,ILI incidence,2024-11-03,2,NO,quantile,0.99,30.881363372377656
6,2024-10-30,ILI incidence,2024-11-10,3,NO,quantile,0.99,33.402746257485546
7,2024-10-30,ILI incidence,2024-11-17,4,NO,quantile,0.99,35.35558124691551
92,2024-10-30,ILI incidence,2024-10-27,1,NO,median,,19.49253529825744
93,2024-10-30,ILI incidence,2024-11-03,2,NO,median,,20.13665811628848
94,2024-10-30,ILI incidence,2024-11-10,3,NO,median,,21.035073930399573
95,2024-10-30,ILI incidence,2024-11-17,4,NO,median,,21.796957292574195
0,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.01,337.56205833255444
1,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.01,324.0596848219964
2,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.01,293.91613160492324
3,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.01,271.6682545545362
8,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.025,338.91341872569177
9,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.025,325.92071580706306
10,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.025,296.37277046351375
11,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.025,274.4995536419528
16,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.05,341.12268761358735
17,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.05,328.9632186624058
18,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.05,300.3890016825441
19,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.05,279.128297401147
24,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.1,345.3993214322485
25,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.1,334.8528008114244
26,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.1,308.16349683294163
27,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.1,288.08847522601235
32,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.15,349.517312590176
33,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.15,340.52390763093194
34,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.15,315.6495953964866
35,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.15,296.7162733075897
40,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.2,353.5072489754045
41,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.2,346.0186633445549
42,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.2,322.902903112943
43,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.2,305.07577777709787
48,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.25,357.3945466970283
49,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.25,351.3720698413412
50,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.25,329.969623942078
51,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.25,313.2202391270406
56,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.3,361.2008793378964
57,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.3,356.61397497641804
58,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.3,336.8891583029816
59,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.3,321.19506670613976
64,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.35,364.9452083919217
65,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.35,361.7704916415607
66,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.35,343.69597630666226
67,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.35,329.0399876372892
72,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.4,368.6445557512661
73,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.4,366.8650615987881
74,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.4,350.4210220609566
75,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.4,336.7906652919987
80,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.45,372.3146083348354
81,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.45,371.9192881467407
82,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.45,357.092812825029
83,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.45,344.4799660761566
88,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.5,375.970215487352
89,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.5,376.9536211156613
90,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.5,363.7383432314401
91,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.5,352.1390015543572
84,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.55,379.6258226398686
85,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.55,381.98795408458176
86,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.55,370.38387363785125
87,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.55,359.79803703255783
76,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.6,383.29587522343786
77,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.6,387.0421806325344
78,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.6,377.0556644019237
79,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.6,367.4873378167157
68,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.65,386.9952225827823
69,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.65,392.1367505897618
70,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.65,383.780710156218
71,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.65,375.2380154714252
60,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.7,390.7395516368076
61,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.7,397.2932672549045
62,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.7,390.5875281598986
63,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.7,383.08293640257466
52,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.75,394.54588427767567
53,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.75,402.5351723899813
54,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.75,397.5070625208023
55,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.75,391.0577639816738
44,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.8,398.4331819992995
45,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.8,407.8885788867676
46,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.8,404.5737833499372
47,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.8,399.20222533161655
36,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.85,402.423118384528
37,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.85,413.3833346003905
38,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.85,411.8270910663937
39,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.85,407.5617298011247
28,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.9,406.5411095424555
29,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.9,419.05444141989807
30,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.9,419.3131896299386
31,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.9,416.18952788270207
20,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.95,410.81774336111664
21,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.95,424.9440235689167
22,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.95,427.0876847803361
23,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.95,425.1497057075674
12,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.975,413.0270122490122
13,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.975,427.9865264242594
14,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.975,431.1039159993665
15,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.975,429.7784494667616
4,2024-10-30,ILI incidence,2024-10-27,1,PL,quantile,0.99,414.3783726421496
5,2024-10-30,ILI incidence,2024-11-03,2,PL,quantile,0.99,429.8475574093261
6,2024-10-30,ILI incidence,2024-11-10,3,PL,quantile,0.99,433.560554857957
7,2024-10-30,ILI incidence,2024-11-17,4,PL,quantile,0.99,432.6097485541782
92,2024-10-30,ILI incidence,2024-10-27,1,PL,median,,375.970215487352
93,2024-10-30,ILI incidence,2024-11-03,2,PL,median,,376.9536211156613
94,2024-10-30,ILI incidence,2024-11-10,3,PL,median,,363.7383432314401
95,2024-10-30,ILI incidence,2024-11-17,4,PL,median,,352.1390015543572
