target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,AT,2024-10-20,1,quantile,0.01,980.1351312625576,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.01,1046.4478820137783,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.01,977.3227481999836,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.01,1209.9515892984657,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.025,1195.8491283146368,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.025,1175.629309715217,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.025,1108.548888501887,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.025,1241.8429910034406,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.05,1241.4964481680004,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.05,1198.8590475815952,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.05,1144.2476809209084,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.05,1300.490244054744,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.1,1255.2852197242694,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.1,1229.8865910590846,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.1,1199.094815490972,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.1,1360.0921777811827,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.15,1309.1411889310123,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.15,1263.3487304459418,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.15,1411.620140095786,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.15,1483.9584527754469,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.2,1402.3517127317657,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.2,1312.833942090371,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.2,1510.789858709653,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.2,1571.634407193996,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.25,1485.7359656736662,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.25,1467.2610110239643,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.25,1617.0593172863394,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.25,1618.5407386062445,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.3,1522.7880015595665,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.3,1563.620130098087,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.3,1691.809608644801,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.3,1687.0221598834999,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.35,1671.6282064521645,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.35,1607.415062106174,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.35,1735.8107888843754,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.35,1748.4903265421563,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.4,1674.8098038778005,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.4,1658.6687904354799,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.4,1769.273358955019,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.4,1808.137740592325,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.45,1819.0438382073194,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.45,1693.0521064645404,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.45,1802.4822664954727,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.45,1854.976469795699,2024-10-23
ILI incidence,AT,2024-10-20,1,median,0.5,1924.1886055609316,2024-10-23
ILI incidence,AT,2024-10-27,2,median,0.5,1751.3985698602796,2024-10-23
ILI incidence,AT,2024-11-03,3,median,0.5,1835.0766134822816,2024-10-23
ILI incidence,AT,2024-11-10,4,median,0.5,1907.6081826068712,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.55,1932.5154687262816,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.55,1810.3858777199155,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.55,1889.9162280038638,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.55,1942.0800085653382,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.6,1991.8399422945995,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.6,1852.9794979365724,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.6,1938.5490889522182,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.6,1980.6666469861862,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.65,2062.6292473766393,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.65,1886.6386770579957,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.65,1984.8799201191002,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.65,2033.57506151591,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.7,2126.245692430455,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.7,1917.9506003206925,2024-10-23
