target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2026-04-29,2026-04-26,0.01,1,quantile,80.3410631818577
ILI incidence,AT,2026-04-29,2026-04-26,0.025,1,quantile,160.385260190119
ILI incidence,AT,2026-04-29,2026-04-26,0.05,1,quantile,256.025885911319
ILI incidence,AT,2026-04-29,2026-04-26,0.1,1,quantile,459.624470781751
ILI incidence,AT,2026-04-29,2026-04-26,0.15,1,quantile,641.710734923871
ILI incidence,AT,2026-04-29,2026-04-26,0.2,1,quantile,773.101734836113
ILI incidence,AT,2026-04-29,2026-04-26,0.25,1,quantile,880.101262187799
ILI incidence,AT,2026-04-29,2026-04-26,0.3,1,quantile,979.35629159632
ILI incidence,AT,2026-04-29,2026-04-26,0.35,1,quantile,1076.17188329059
ILI incidence,AT,2026-04-29,2026-04-26,0.4,1,quantile,1177.3101443333
ILI incidence,AT,2026-04-29,2026-04-26,0.45,1,quantile,1279.00916828553
ILI incidence,AT,2026-04-29,2026-04-26,0.5,1,quantile,1386.32818693845
ILI incidence,AT,2026-04-29,2026-04-26,0.55,1,quantile,1511.35438699499
ILI incidence,AT,2026-04-29,2026-04-26,0.6,1,quantile,1653.09067193339
ILI incidence,AT,2026-04-29,2026-04-26,0.65,1,quantile,1787.77298774765
ILI incidence,AT,2026-04-29,2026-04-26,0.7,1,quantile,1941.02165781394
ILI incidence,AT,2026-04-29,2026-04-26,0.75,1,quantile,2116.3925322236
ILI incidence,AT,2026-04-29,2026-04-26,0.8,1,quantile,2304.1193686928
ILI incidence,AT,2026-04-29,2026-04-26,0.85,1,quantile,2526.48314786273
ILI incidence,AT,2026-04-29,2026-04-26,0.9,1,quantile,2819.56213535128
ILI incidence,AT,2026-04-29,2026-04-26,0.95,1,quantile,3239.14970467149
ILI incidence,AT,2026-04-29,2026-04-26,0.975,1,quantile,3631.91552068143
ILI incidence,AT,2026-04-29,2026-04-26,0.99,1,quantile,4288.60791815984
ILI incidence,AT,2026-04-29,2026-05-03,0.01,2,quantile,97.2701050317474
ILI incidence,AT,2026-04-29,2026-05-03,0.025,2,quantile,188.93667538496
ILI incidence,AT,2026-04-29,2026-05-03,0.05,2,quantile,289.241002052767
ILI incidence,AT,2026-04-29,2026-05-03,0.1,2,quantile,408.028167367076
ILI incidence,AT,2026-04-29,2026-05-03,0.15,2,quantile,545.291610914479
ILI incidence,AT,2026-04-29,2026-05-03,0.2,2,quantile,642.748875300737
ILI incidence,AT,2026-04-29,2026-05-03,0.25,2,quantile,734.318752652313
ILI incidence,AT,2026-04-29,2026-05-03,0.3,2,quantile,841.690279103256
ILI incidence,AT,2026-04-29,2026-05-03,0.35,2,quantile,944.025923292668
ILI incidence,AT,2026-04-29,2026-05-03,0.4,2,quantile,1051.07379764403
ILI incidence,AT,2026-04-29,2026-05-03,0.45,2,quantile,1155.79131481736
ILI incidence,AT,2026-04-29,2026-05-03,0.5,2,quantile,1289.84320770467
ILI incidence,AT,2026-04-29,2026-05-03,0.55,2,quantile,1414.24884351837
ILI incidence,AT,2026-04-29,2026-05-03,0.6,2,quantile,1553.52687981902
ILI incidence,AT,2026-04-29,2026-05-03,0.65,2,quantile,1740.92474019949
ILI incidence,AT,2026-04-29,2026-05-03,0.7,2,quantile,1926.3186570039
ILI incidence,AT,2026-04-29,2026-05-03,0.75,2,quantile,2110.29983886382
ILI incidence,AT,2026-04-29,2026-05-03,0.8,2,quantile,2295.71184337351
ILI incidence,AT,2026-04-29,2026-05-03,0.85,2,quantile,2540.27340820538
ILI incidence,AT,2026-04-29,2026-05-03,0.9,2,quantile,2921.49475151957
ILI incidence,AT,2026-04-29,2026-05-03,0.95,2,quantile,3573.75645199834
ILI incidence,AT,2026-04-29,2026-05-03,0.975,2,quantile,4006.38119681321
ILI incidence,AT,2026-04-29,2026-05-03,0.99,2,quantile,4898.22271607526
ILI incidence,AT,2026-04-29,2026-05-10,0.01,3,quantile,85.1802063890859
ILI incidence,AT,2026-04-29,2026-05-10,0.025,3,quantile,154.522646390057
ILI incidence,AT,2026-04-29,2026-05-10,0.05,3,quantile,215.054961958699
ILI incidence,AT,2026-04-29,2026-05-10,0.1,3,quantile,332.758258892439
ILI incidence,AT,2026-04-29,2026-05-10,0.15,3,quantile,452.301460017866
ILI incidence,AT,2026-04-29,2026-05-10,0.2,3,quantile,539.474728331033
ILI incidence,AT,2026-04-29,2026-05-10,0.25,3,quantile,636.405539217998
ILI incidence,AT,2026-04-29,2026-05-10,0.3,3,quantile,719.176833770984
ILI incidence,AT,2026-04-29,2026-05-10,0.35,3,quantile,825.919179375489
ILI incidence,AT,2026-04-29,2026-05-10,0.4,3,quantile,933.765515480466
ILI incidence,AT,2026-04-29,2026-05-10,0.45,3,quantile,1052.04796851289
ILI incidence,AT,2026-04-29,2026-05-10,0.5,3,quantile,1206.87854862609
ILI incidence,AT,2026-04-29,2026-05-10,0.55,3,quantile,1352.05117946303
ILI incidence,AT,2026-04-29,2026-05-10,0.6,3,quantile,1480.57703637335
ILI incidence,AT,2026-04-29,2026-05-10,0.65,3,quantile,1636.60587224926
ILI incidence,AT,2026-04-29,2026-05-10,0.7,3,quantile,1815.44331985016
ILI incidence,AT,2026-04-29,2026-05-10,0.75,3,quantile,2041.20893107027
ILI incidence,AT,2026-04-29,2026-05-10,0.8,3,quantile,2301.85659834751
ILI incidence,AT,2026-04-29,2026-05-10,0.85,3,quantile,2662.89899240419
ILI incidence,AT,2026-04-29,2026-05-10,0.9,3,quantile,3122.34932638218
ILI incidence,AT,2026-04-29,2026-05-10,0.95,3,quantile,3730.08160879865
ILI incidence,AT,2026-04-29,2026-05-10,0.975,3,quantile,4348.83187234259
ILI incidence,AT,2026-04-29,2026-05-10,0.99,3,quantile,5002.82916482201
ILI incidence,AT,2026-04-29,2026-05-17,0.01,4,quantile,60.5573309201719
ILI incidence,AT,2026-04-29,2026-05-17,0.025,4,quantile,113.404268244647
ILI incidence,AT,2026-04-29,2026-05-17,0.05,4,quantile,179.947294506854
ILI incidence,AT,2026-04-29,2026-05-17,0.1,4,quantile,279.973237722616
ILI incidence,AT,2026-04-29,2026-05-17,0.15,4,quantile,374.999737783878
ILI incidence,AT,2026-04-29,2026-05-17,0.2,4,quantile,464.283578962044
ILI incidence,AT,2026-04-29,2026-05-17,0.25,4,quantile,556.736037318798
ILI incidence,AT,2026-04-29,2026-05-17,0.3,4,quantile,643.999507966864
ILI incidence,AT,2026-04-29,2026-05-17,0.35,4,quantile,758.09048766568
ILI incidence,AT,2026-04-29,2026-05-17,0.4,4,quantile,840.905341910684
ILI incidence,AT,2026-04-29,2026-05-17,0.45,4,quantile,970.995453401546
ILI incidence,AT,2026-04-29,2026-05-17,0.5,4,quantile,1136.38219163659
ILI incidence,AT,2026-04-29,2026-05-17,0.55,4,quantile,1290.46344631791
ILI incidence,AT,2026-04-29,2026-05-17,0.6,4,quantile,1421.10914249038
ILI incidence,AT,2026-04-29,2026-05-17,0.65,4,quantile,1615.59233018461
