target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-12-10,2025-12-07,0.01,1,quantile,1533.37442096367
ILI incidence,AT,2025-12-10,2025-12-07,0.025,1,quantile,1680.10411386459
ILI incidence,AT,2025-12-10,2025-12-07,0.05,1,quantile,1755.08865665184
ILI incidence,AT,2025-12-10,2025-12-07,0.1,1,quantile,1963.80562821719
ILI incidence,AT,2025-12-10,2025-12-07,0.15,1,quantile,2103.99879038169
ILI incidence,AT,2025-12-10,2025-12-07,0.2,1,quantile,2211.68311478522
ILI incidence,AT,2025-12-10,2025-12-07,0.25,1,quantile,2298.71368162673
ILI incidence,AT,2025-12-10,2025-12-07,0.3,1,quantile,2395.99596568578
ILI incidence,AT,2025-12-10,2025-12-07,0.35,1,quantile,2495.43804333875
ILI incidence,AT,2025-12-10,2025-12-07,0.4,1,quantile,2599.43717991277
ILI incidence,AT,2025-12-10,2025-12-07,0.45,1,quantile,2711.0096535583
ILI incidence,AT,2025-12-10,2025-12-07,0.5,1,quantile,2820.05684521224
ILI incidence,AT,2025-12-10,2025-12-07,0.55,1,quantile,2900.89358428126
ILI incidence,AT,2025-12-10,2025-12-07,0.6,1,quantile,3003.0984208472
ILI incidence,AT,2025-12-10,2025-12-07,0.65,1,quantile,3099.13337547907
ILI incidence,AT,2025-12-10,2025-12-07,0.7,1,quantile,3218.14308826724
ILI incidence,AT,2025-12-10,2025-12-07,0.75,1,quantile,3328.82852664909
ILI incidence,AT,2025-12-10,2025-12-07,0.8,1,quantile,3460.85198780666
ILI incidence,AT,2025-12-10,2025-12-07,0.85,1,quantile,3592.03593393854
ILI incidence,AT,2025-12-10,2025-12-07,0.9,1,quantile,3807.658733551
ILI incidence,AT,2025-12-10,2025-12-07,0.95,1,quantile,4181.48572690527
ILI incidence,AT,2025-12-10,2025-12-07,0.975,1,quantile,4487.96897787932
ILI incidence,AT,2025-12-10,2025-12-07,0.99,1,quantile,4858.48695814943
ILI incidence,AT,2025-12-10,2025-12-14,0.01,2,quantile,1127.34728658698
ILI incidence,AT,2025-12-10,2025-12-14,0.025,2,quantile,1267.91839541694
ILI incidence,AT,2025-12-10,2025-12-14,0.05,2,quantile,1414.59472061088
ILI incidence,AT,2025-12-10,2025-12-14,0.1,2,quantile,1652.33031558191
ILI incidence,AT,2025-12-10,2025-12-14,0.15,2,quantile,1814.40948830002
ILI incidence,AT,2025-12-10,2025-12-14,0.2,2,quantile,1946.0085964541
ILI incidence,AT,2025-12-10,2025-12-14,0.25,2,quantile,2075.56140274715
ILI incidence,AT,2025-12-10,2025-12-14,0.3,2,quantile,2200.30667980092
ILI incidence,AT,2025-12-10,2025-12-14,0.35,2,quantile,2361.83500700744
ILI incidence,AT,2025-12-10,2025-12-14,0.4,2,quantile,2504.30622921563
ILI incidence,AT,2025-12-10,2025-12-14,0.45,2,quantile,2648.25216492712
ILI incidence,AT,2025-12-10,2025-12-14,0.5,2,quantile,2805.03730645875
ILI incidence,AT,2025-12-10,2025-12-14,0.55,2,quantile,2931.57320442659
ILI incidence,AT,2025-12-10,2025-12-14,0.6,2,quantile,3077.80769885233
ILI incidence,AT,2025-12-10,2025-12-14,0.65,2,quantile,3202.51162307628
ILI incidence,AT,2025-12-10,2025-12-14,0.7,2,quantile,3383.29579923593
ILI incidence,AT,2025-12-10,2025-12-14,0.75,2,quantile,3560.42759375754
ILI incidence,AT,2025-12-10,2025-12-14,0.8,2,quantile,3740.27553681689
ILI incidence,AT,2025-12-10,2025-12-14,0.85,2,quantile,4030.91519964609
ILI incidence,AT,2025-12-10,2025-12-14,0.9,2,quantile,4441.87537560275
ILI incidence,AT,2025-12-10,2025-12-14,0.95,2,quantile,5056.17505410672
ILI incidence,AT,2025-12-10,2025-12-14,0.975,2,quantile,5622.50901350134
ILI incidence,AT,2025-12-10,2025-12-14,0.99,2,quantile,6270.40674155181
ILI incidence,AT,2025-12-10,2025-12-21,0.01,3,quantile,860.264662985014
ILI incidence,AT,2025-12-10,2025-12-21,0.025,3,quantile,1006.06516713514
ILI incidence,AT,2025-12-10,2025-12-21,0.05,3,quantile,1138.51552897743
ILI incidence,AT,2025-12-10,2025-12-21,0.1,3,quantile,1341.61804110219
ILI incidence,AT,2025-12-10,2025-12-21,0.15,3,quantile,1522.11646313086
ILI incidence,AT,2025-12-10,2025-12-21,0.2,3,quantile,1692.22267933924
ILI incidence,AT,2025-12-10,2025-12-21,0.25,3,quantile,1834.83717752709
ILI incidence,AT,2025-12-10,2025-12-21,0.3,3,quantile,2018.15112461645
ILI incidence,AT,2025-12-10,2025-12-21,0.35,3,quantile,2170.50885933993
ILI incidence,AT,2025-12-10,2025-12-21,0.4,3,quantile,2322.39203123594
ILI incidence,AT,2025-12-10,2025-12-21,0.45,3,quantile,2500.66464625171
ILI incidence,AT,2025-12-10,2025-12-21,0.5,3,quantile,2704.5923317036
ILI incidence,AT,2025-12-10,2025-12-21,0.55,3,quantile,2883.38925457636
ILI incidence,AT,2025-12-10,2025-12-21,0.6,3,quantile,3056.47897731047
ILI incidence,AT,2025-12-10,2025-12-21,0.65,3,quantile,3239.89184494115
ILI incidence,AT,2025-12-10,2025-12-21,0.7,3,quantile,3442.59484006501
ILI incidence,AT,2025-12-10,2025-12-21,0.75,3,quantile,3688.97968927784
ILI incidence,AT,2025-12-10,2025-12-21,0.8,3,quantile,3933.28381588991
ILI incidence,AT,2025-12-10,2025-12-21,0.85,3,quantile,4350.13204584477
ILI incidence,AT,2025-12-10,2025-12-21,0.9,3,quantile,4806.79846938593
ILI incidence,AT,2025-12-10,2025-12-21,0.95,3,quantile,5552.5310851858
ILI incidence,AT,2025-12-10,2025-12-21,0.975,3,quantile,6339.08387892183
ILI incidence,AT,2025-12-10,2025-12-21,0.99,3,quantile,7221.57737521945
ILI incidence,AT,2025-12-10,2025-12-28,0.01,4,quantile,677.164325969213
ILI incidence,AT,2025-12-10,2025-12-28,0.025,4,quantile,791.763223631105
ILI incidence,AT,2025-12-10,2025-12-28,0.05,4,quantile,964.219178682495
ILI incidence,AT,2025-12-10,2025-12-28,0.1,4,quantile,1176.47868186146
ILI incidence,AT,2025-12-10,2025-12-28,0.15,4,quantile,1339.79595819246
ILI incidence,AT,2025-12-10,2025-12-28,0.2,4,quantile,1516.39031901703
ILI incidence,AT,2025-12-10,2025-12-28,0.25,4,quantile,1697.75695803661
ILI incidence,AT,2025-12-10,2025-12-28,0.3,4,quantile,1861.76394437739
ILI incidence,AT,2025-12-10,2025-12-28,0.35,4,quantile,2048.08731464074
