target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-12-03,2025-11-30,0.01,1,quantile,377.346637167342
ILI incidence,AT,2025-12-03,2025-11-30,0.025,1,quantile,531.152322394407
ILI incidence,AT,2025-12-03,2025-11-30,0.05,1,quantile,665.768588625466
ILI incidence,AT,2025-12-03,2025-11-30,0.1,1,quantile,855.198733101491
ILI incidence,AT,2025-12-03,2025-11-30,0.15,1,quantile,964.579913778586
ILI incidence,AT,2025-12-03,2025-11-30,0.2,1,quantile,1083.29686953113
ILI incidence,AT,2025-12-03,2025-11-30,0.25,1,quantile,1196.12946732722
ILI incidence,AT,2025-12-03,2025-11-30,0.3,1,quantile,1292.35082389033
ILI incidence,AT,2025-12-03,2025-11-30,0.35,1,quantile,1399.80148952135
ILI incidence,AT,2025-12-03,2025-11-30,0.4,1,quantile,1493.33127120905
ILI incidence,AT,2025-12-03,2025-11-30,0.45,1,quantile,1591.64471140998
ILI incidence,AT,2025-12-03,2025-11-30,0.5,1,quantile,1708.17188445517
ILI incidence,AT,2025-12-03,2025-11-30,0.55,1,quantile,1797.69707490144
ILI incidence,AT,2025-12-03,2025-11-30,0.6,1,quantile,1929.64579358389
ILI incidence,AT,2025-12-03,2025-11-30,0.65,1,quantile,2036.87632830049
ILI incidence,AT,2025-12-03,2025-11-30,0.7,1,quantile,2184.3427209602
ILI incidence,AT,2025-12-03,2025-11-30,0.75,1,quantile,2390.58543263085
ILI incidence,AT,2025-12-03,2025-11-30,0.8,1,quantile,2557.82833344199
ILI incidence,AT,2025-12-03,2025-11-30,0.85,1,quantile,2749.97096167628
ILI incidence,AT,2025-12-03,2025-11-30,0.9,1,quantile,3048.63100179203
ILI incidence,AT,2025-12-03,2025-11-30,0.95,1,quantile,3427.06062547196
ILI incidence,AT,2025-12-03,2025-11-30,0.975,1,quantile,3934.59531153458
ILI incidence,AT,2025-12-03,2025-11-30,0.99,1,quantile,4545.54791414724
ILI incidence,AT,2025-12-03,2025-12-07,0.01,2,quantile,355.600799910515
ILI incidence,AT,2025-12-03,2025-12-07,0.025,2,quantile,460.540455571783
ILI incidence,AT,2025-12-03,2025-12-07,0.05,2,quantile,553.775697875089
ILI incidence,AT,2025-12-03,2025-12-07,0.1,2,quantile,722.494786977005
ILI incidence,AT,2025-12-03,2025-12-07,0.15,2,quantile,825.934855892701
ILI incidence,AT,2025-12-03,2025-12-07,0.2,2,quantile,958.629734193264
ILI incidence,AT,2025-12-03,2025-12-07,0.25,2,quantile,1058.08295519797
ILI incidence,AT,2025-12-03,2025-12-07,0.3,2,quantile,1155.39559816114
ILI incidence,AT,2025-12-03,2025-12-07,0.35,2,quantile,1272.66536294302
ILI incidence,AT,2025-12-03,2025-12-07,0.4,2,quantile,1389.0252771012
ILI incidence,AT,2025-12-03,2025-12-07,0.45,2,quantile,1514.71529396216
ILI incidence,AT,2025-12-03,2025-12-07,0.5,2,quantile,1633.68806782802
ILI incidence,AT,2025-12-03,2025-12-07,0.55,2,quantile,1766.82773832819
ILI incidence,AT,2025-12-03,2025-12-07,0.6,2,quantile,1942.72683966945
ILI incidence,AT,2025-12-03,2025-12-07,0.65,2,quantile,2150.63903465467
ILI incidence,AT,2025-12-03,2025-12-07,0.7,2,quantile,2285.51158777162
ILI incidence,AT,2025-12-03,2025-12-07,0.75,2,quantile,2492.30715932963
ILI incidence,AT,2025-12-03,2025-12-07,0.8,2,quantile,2729.91245990313
ILI incidence,AT,2025-12-03,2025-12-07,0.85,2,quantile,3020.264629588
ILI incidence,AT,2025-12-03,2025-12-07,0.9,2,quantile,3319.57922620811
ILI incidence,AT,2025-12-03,2025-12-07,0.95,2,quantile,3977.56396591718
ILI incidence,AT,2025-12-03,2025-12-07,0.975,2,quantile,4602.61716423546
ILI incidence,AT,2025-12-03,2025-12-07,0.99,2,quantile,5469.36238097936
ILI incidence,AT,2025-12-03,2025-12-14,0.01,3,quantile,275.34138255364
ILI incidence,AT,2025-12-03,2025-12-14,0.025,3,quantile,388.315600622923
ILI incidence,AT,2025-12-03,2025-12-14,0.05,3,quantile,467.151581992208
ILI incidence,AT,2025-12-03,2025-12-14,0.1,3,quantile,609.145167041433
ILI incidence,AT,2025-12-03,2025-12-14,0.15,3,quantile,731.854224317546
ILI incidence,AT,2025-12-03,2025-12-14,0.2,3,quantile,849.335802495428
ILI incidence,AT,2025-12-03,2025-12-14,0.25,3,quantile,954.997274086801
ILI incidence,AT,2025-12-03,2025-12-14,0.3,3,quantile,1059.3108162879
ILI incidence,AT,2025-12-03,2025-12-14,0.35,3,quantile,1171.79590727333
ILI incidence,AT,2025-12-03,2025-12-14,0.4,3,quantile,1292.37931760195
ILI incidence,AT,2025-12-03,2025-12-14,0.45,3,quantile,1439.52246249689
ILI incidence,AT,2025-12-03,2025-12-14,0.5,3,quantile,1562.47716689536
ILI incidence,AT,2025-12-03,2025-12-14,0.55,3,quantile,1750.44477293571
ILI incidence,AT,2025-12-03,2025-12-14,0.6,3,quantile,1919.32443606445
ILI incidence,AT,2025-12-03,2025-12-14,0.65,3,quantile,2106.19580949903
ILI incidence,AT,2025-12-03,2025-12-14,0.7,3,quantile,2325.98908951693
ILI incidence,AT,2025-12-03,2025-12-14,0.75,3,quantile,2615.78882492597
ILI incidence,AT,2025-12-03,2025-12-14,0.8,3,quantile,2904.00270334874
ILI incidence,AT,2025-12-03,2025-12-14,0.85,3,quantile,3250.00355194883
ILI incidence,AT,2025-12-03,2025-12-14,0.9,3,quantile,3645.7308860773
ILI incidence,AT,2025-12-03,2025-12-14,0.95,3,quantile,4472.08735332949
ILI incidence,AT,2025-12-03,2025-12-14,0.975,3,quantile,5370.46158867783
ILI incidence,AT,2025-12-03,2025-12-14,0.99,3,quantile,6452.21272074827
ILI incidence,AT,2025-12-03,2025-12-21,0.01,4,quantile,186.549014335219
ILI incidence,AT,2025-12-03,2025-12-21,0.025,4,quantile,265.228299396736
