target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,BE,2026-01-18,1,quantile,0.01,70.01849722596698,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.01,80.53298716403356,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.01,32.58314400113023,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.01,115.45188488219019,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.025,86.58066136906487,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.025,100.16651765375379,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.025,33.254299755258444,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.025,136.10273694414224,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.05,91.18912230080886,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.05,100.98039977442387,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.05,36.35485683125766,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.05,150.64949476662443,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.1,98.39734908035615,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.1,101.49989387459918,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.1,40.360101139609284,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.1,153.32119957030133,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.15,100.90151844374262,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.15,102.15103417017323,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.15,44.608878395605984,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.15,155.81690488264817,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.2,102.48086571986447,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.2,103.40194860172994,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.2,45.97230982840866,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.2,157.36454338932768,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.25,104.09942584309796,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.25,104.70837684351815,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.25,52.70657262634156,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.25,158.84718046122782,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.3,104.25870369440578,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.3,105.39231917331944,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.3,52.960025263664534,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.3,162.54404564924795,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.35,106.3117647374367,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.35,105.86481907054488,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.35,53.31869785119763,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.35,165.93821050321753,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.4,106.91635015836972,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.4,106.21295120626378,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.4,53.63720858838626,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.4,167.32570009179776,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.45,107.27822772763075,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.45,106.27570146987658,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.45,53.92318431761848,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.45,168.05530404687283,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.5,107.95446880925815,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.5,106.98335605457872,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.5,54.3578770488053,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.5,169.38637444488393,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.55,109.40390554040185,2026-01-21
ILI incidence,BE,2026-01-25,2,quantile,0.55,107.41989333262754,2026-01-21
ILI incidence,BE,2026-02-01,3,quantile,0.55,54.72303066643457,2026-01-21
ILI incidence,BE,2026-02-08,4,quantile,0.55,170.9671456749303,2026-01-21
ILI incidence,BE,2026-01-18,1,quantile,0.6,110.73663840995415,2026-01-21
