target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,BE,2026-05-10,1,quantile,0.01,29.958449427619218,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.01,32.69358897580927,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.01,28.47217912313169,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.01,32.167137064151845,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.025,30.15120051703087,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.025,32.80797104834419,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.025,30.163224832723543,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.025,33.19398606249905,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.05,30.513585513679928,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.05,36.85684466054496,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.05,31.306470155181263,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.05,34.28815166911435,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.1,31.769410881098537,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.1,42.06509243628092,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.1,32.99164219532391,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.1,37.378801197271784,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.15,33.30657831612794,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.15,44.87432304092952,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.15,36.65678234895075,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.15,41.35288140197487,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.2,37.10020580166697,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.2,45.11457303177932,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.2,37.806152462997765,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.2,42.881861146546946,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.25,38.24405527551591,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.25,46.78612220806296,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.25,38.60451702357492,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.25,43.481602026562776,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.3,38.81800131966715,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.3,47.56352962543503,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.3,38.853607361866764,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.3,44.2718732340029,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.35,39.348033204183,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.35,49.88799533106877,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.35,39.107235664215956,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.35,44.908374904843704,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.4,40.09916062876448,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.4,50.587582208733906,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.4,39.59076655859821,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.4,45.44750268194086,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.45,40.568597704633575,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.45,51.19327006059097,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.45,40.19945988107112,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.45,45.871887319846785,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.5,40.62388114179393,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.5,51.264673334073706,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.5,40.79900428484493,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.5,46.10894451059843,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.55,40.84216075218027,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.55,51.419171580435815,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.55,40.88744013669331,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.55,46.26603500854977,2026-05-13
ILI incidence,BE,2026-05-10,1,quantile,0.6,42.293607172020586,2026-05-13
ILI incidence,BE,2026-05-17,2,quantile,0.6,51.911710240487125,2026-05-13
ILI incidence,BE,2026-05-24,3,quantile,0.6,41.46380331229756,2026-05-13
ILI incidence,BE,2026-05-31,4,quantile,0.6,46.436269046623586,2026-05-13
