target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,BE,2026-04-26,1,quantile,0.01,0.0,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.01,0.0,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.01,0.0,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.01,0.0,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.025,0.0,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.025,0.0,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.025,0.0,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.025,0.0,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.05,0.0,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.05,0.0,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.05,0.0,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.05,0.0,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.1,0.0,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.1,0.0,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.1,0.0,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.1,0.0,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.15,0.0,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.15,0.0,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.15,0.0,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.15,0.0,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.2,0.0,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.2,0.0,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.2,0.0,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.2,0.0,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.25,0.0,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.25,0.0,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.25,0.0,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.25,0.0,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.3,0.0,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.3,0.0,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.3,0.0,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.3,0.0,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.35,0.0,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.35,0.0,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.35,0.0,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.35,0.0,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.4,0.0,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.4,0.0,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.4,4.030813092895746,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.4,0.0,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.45,10.29469827989026,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.45,0.07055453515403987,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.45,22.553835745409593,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.45,13.263450755650279,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.5,26.023804361864187,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.5,13.897568542387482,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.5,40.000042826062455,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.5,29.68475783576089,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.55,40.13654982695063,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.55,30.1655037870216,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.55,54.32717113262125,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.55,44.660502641223694,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.6,58.75531685724355,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.6,43.71691506647151,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.6,69.8711117508131,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.6,62.58582433459944,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.65,77.9297522254252,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.65,54.71760604369469,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.65,85.71084862950087,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.65,80.9444853060565,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.7,93.84778545006247,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.7,77.80169033415176,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.7,102.41831772668868,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.7,95.8714869082251,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.75,113.4061823542147,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.75,95.74961489492114,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.75,117.13195638256855,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.75,112.46988959996884,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.8,138.5604817810019,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.8,117.56787944518423,2026-04-29
ILI incidence,BE,2026-05-10,3,quantile,0.8,144.426945550127,2026-04-29
ILI incidence,BE,2026-05-17,4,quantile,0.8,137.34398939912168,2026-04-29
ILI incidence,BE,2026-04-26,1,quantile,0.85,165.94227375808373,2026-04-29
ILI incidence,BE,2026-05-03,2,quantile,0.85,142.08685876405607,2026-04-29
